"YEAR","GEOID","NAME","total_occupied_units","no_vehicles","one_vehicle","two_vehicles","three_or_more_vehicles"
1990,"25025080900","Census Tract 809",1399,592,586,184,37
1990,"25025081001","Census Tract 810.01",2151,1149,825,154,23
1990,"25025081101","Census Tract 811.01",428,185,198,45,0
1990,"25025081102","Census Tract 811.02",878,382,401,94,1
1990,"25025081200","Census Tract 812",945,475,309,135,26
1990,"25025081301","Census Tract 813.01",696,436,209,51,0
1990,"25025081302","Census Tract 813.02",974,610,292,72,0
1990,"25025081400","Census Tract 814",965,292,530,129,14
1990,"25025081500","Census Tract 815",763,330,339,43,51
1990,"25025081700","Census Tract 817",1425,736,456,233,0
1990,"25025081800","Census Tract 818",1171,667,337,146,21
1990,"25025081900","Census Tract 819",1153,501,486,149,17
1990,"25025082000","Census Tract 820",1139,496,433,181,29
1990,"25025082100","Census Tract 821",1852,1217,485,113,37
1990,"25025090100","Census Tract 901",1450,686,498,206,60
1990,"25025090200","Census Tract 902",689,440,216,33,0
1990,"25025090300","Census Tract 903",930,333,334,183,80
1990,"25025090400","Census Tract 904",829,399,311,86,33
1990,"25025090600","Census Tract 906",582,302,217,49,14
1990,"25025090700","Census Tract 907",1791,630,932,179,50
1990,"25025090901","Census Tract 909.01",861,365,327,148,21
1990,"25025091001","Census Tract 910.01",1127,443,450,183,51
1990,"25025091100","Census Tract 911",1688,475,790,333,90
1990,"25025091200","Census Tract 912",1166,389,577,137,63
1990,"25025091300","Census Tract 913",651,216,334,94,7
1990,"25025091400","Census Tract 914",665,205,345,91,24
1990,"25025091500","Census Tract 915",1371,572,577,170,52
1990,"25025091600","Census Tract 916",1052,441,378,172,61
1990,"25025091700","Census Tract 917",910,382,311,159,58
1990,"25025091800","Census Tract 918",900,349,395,128,28
1990,"25025091900","Census Tract 919",1232,554,455,159,64
1990,"25025092000","Census Tract 920",1425,625,493,273,34
1990,"25025092101","Census Tract 921.01",2096,598,952,474,72
1990,"25025092200","Census Tract 922",1071,301,453,230,87
1990,"25025092300","Census Tract 923",998,561,316,68,53
1990,"25025092400","Census Tract 924",1865,932,712,167,54
1990,"25025100100","Census Tract 1001",1465,677,548,171,69
1990,"25025100200","Census Tract 1002",824,322,337,121,44
1990,"25025100300","Census Tract 1003",1018,334,380,223,81
1990,"25025100400","Census Tract 1004",1677,448,743,397,89
1990,"25025100500","Census Tract 1005",2004,630,864,404,106
1990,"25025100601","Census Tract 1006.01",1955,437,979,436,103
1990,"25025100603","Census Tract 1006.03",717,178,363,136,40
1990,"25025100700","Census Tract 1007",1879,376,863,492,148
1990,"25025100800","Census Tract 1008",2268,679,793,681,115
1990,"25025100900","Census Tract 1009",1427,312,654,377,84
1990,"25025101001","Census Tract 1010.01",2041,476,874,612,79
1990,"25025101002","Census Tract 1010.02",1812,488,860,354,110
1990,"25025101101","Census Tract 1011.01",1019,376,395,208,40
1990,"25025101102","Census Tract 1011.02",1439,399,760,178,102
1990,"25025110104","Census Tract 1101.04",702,222,317,150,13
1990,"25025110105","Census Tract 1101.05",797,256,364,164,13
1990,"25025110106","Census Tract 1101.06",465,149,212,96,8
1990,"25025110201","Census Tract 1102.01",734,226,356,134,18
1990,"25025110301","Census Tract 1103.01",851,166,346,255,84
1990,"25025110401","Census Tract 1104.01",1234,237,519,374,104
1990,"25025110403","Census Tract 1104.03",1588,307,557,537,187
1990,"25025110501","Census Tract 1105.01",1266,117,560,444,145
1990,"25025110502","Census Tract 1105.02",1520,322,678,437,83
1990,"25025110601","Census Tract 1106.01",974,52,414,410,98
1990,"25025110607","Census Tract 1106.07",1890,362,687,725,116
1990,"25025120103","Census Tract 1201.03",640,90,302,206,42
1990,"25025120104","Census Tract 1201.04",958,135,452,308,63
1990,"25025120105","Census Tract 1201.05",1033,146,487,332,68
1990,"25025120201","Census Tract 1202.01",1635,582,659,345,49
1990,"25025120301","Census Tract 1203.01",1580,579,682,228,91
1990,"25025120400","Census Tract 1204",2490,692,1184,522,92
1990,"25025120500","Census Tract 1205",719,306,315,82,16
1990,"25025120600","Census Tract 1206",1007,252,453,279,23
1990,"25025120700","Census Tract 1207",898,167,490,179,62
1990,"25025130101","Census Tract 1301.01",2542,165,1286,883,208
1990,"25025130200","Census Tract 1302",1854,262,676,670,246
1990,"25025130300","Census Tract 1303",1729,244,699,507,279
1990,"25025130402","Census Tract 1304.02",2122,373,957,616,176
1990,"25025130404","Census Tract 1304.04",1197,268,548,315,66
1990,"25025130406","Census Tract 1304.06",2040,457,934,536,113
1990,"25025140102","Census Tract 1401.02",1482,186,595,518,183
1990,"25025140105","Census Tract 1401.05",1304,314,505,376,109
1990,"25025140106","Census Tract 1401.06",844,203,327,243,71
1990,"25025140107","Census Tract 1401.07",960,231,372,277,80
1990,"25025140201","Census Tract 1402.01",791,98,373,253,67
1990,"25025140202","Census Tract 1402.02",2085,257,985,667,176
1990,"25025140300","Census Tract 1403",2147,729,777,510,131
1990,"25025140400","Census Tract 1404",2637,353,1258,871,155
1990,"25025980300","Census Tract 9803",,,,,
1990,"25025980700","Census Tract 9807",,,,,
1990,"25025980900","Census Tract 9809",,,,,
1990,"25025981000","Census Tract 9810",,,,,
1990,"25025981100","Census Tract 9811",3,2,1,0,0
1990,"25025981201","Census Tract 9812.01",,,,,
1990,"25025981202","Census Tract 9812.02",,,,,
1990,"25025981300","Census Tract 9813",,,,,
1990,"25025981501","Census Tract 9815.01",,,,,
1990,"25025981502","Census Tract 9815.02",,,,,
1990,"25025981600","Census Tract 9816",,,,,
1990,"25025981700","Census Tract 9817",,,,,
1990,"25025981800","Census Tract 9818",,,,,
1990,"25025981900","Census Tract 9819",,,,,
2000,"25025000101","Census Tract 1.01",703,138,308,184,73
2000,"25025000102","Census Tract 1.02",860,168,377,225,90
2000,"25025000201","Census Tract 2.01",1543,179,620,479,265
2000,"25025000202","Census Tract 2.02",1494,311,604,439,140
2000,"25025000301","Census Tract 3.01",1132,161,448,423,100
2000,"25025000302","Census Tract 3.02",1315,47,614,510,144
2000,"25025000401","Census Tract 4.01",2939,1228,1074,452,185
2000,"25025000402","Census Tract 4.02",1398,256,562,433,147
2000,"25025000502","Census Tract 5.02",1955,724,985,190,56
2000,"25025000503","Census Tract 5.03",1401,545,621,208,27
2000,"25025000505","Census Tract 5.05",1102,428,489,164,21
2000,"25025000506","Census Tract 5.06",1497,582,664,223,28
2000,"25025000601","Census Tract 6.01",1387,285,660,302,140
2000,"25025000603","Census Tract 6.03",971,430,426,100,15
2000,"25025000604","Census Tract 6.04",1168,518,513,120,17
2000,"25025000701","Census Tract 7.01",2348,929,1087,227,105
2000,"25025000703","Census Tract 7.03",1217,576,480,125,36
2000,"25025000704","Census Tract 7.04",2434,1152,960,251,71
2000,"25025000804","Census Tract 8.04",1333,463,586,191,93
2000,"25025000805","Census Tract 8.05",1660,577,729,238,116
2000,"25025000806","Census Tract 8.06",325,102,198,13,12
2000,"25025000807","Census Tract 8.07",322,101,197,13,11
2000,"25025010103","Census Tract 101.03",402,185,211,6,0
2000,"25025010104","Census Tract 101.04",1938,1013,794,100,31
2000,"25025010204","Census Tract 102.04",1245,757,420,58,10
2000,"25025010205","Census Tract 102.05",1597,972,558,58,9
2000,"25025010206","Census Tract 102.06",1043,636,363,38,6
2000,"25025010300","Census Tract 103",658,433,195,30,0
2000,"25025010403","Census Tract 104.03",1170,789,307,71,3
2000,"25025010404","Census Tract 104.04",2570,1731,674,157,8
2000,"25025010405","Census Tract 104.05",1013,748,243,22,0
2000,"25025010408","Census Tract 104.08",878,534,307,32,5
2000,"25025010500","Census Tract 105",1614,892,657,59,6
2000,"25025010600","Census Tract 106",1672,650,844,161,17
2000,"25025010701","Census Tract 107.01",1448,506,773,141,28
2000,"25025010702","Census Tract 107.02",1657,580,884,161,32
2000,"25025010801","Census Tract 108.01",1847,713,981,145,8
2000,"25025010802","Census Tract 108.02",1816,702,965,142,7
2000,"25025020101","Census Tract 201.01",2666,1209,1143,300,14
2000,"25025020200","Census Tract 202",2299,1200,945,102,52
2000,"25025020301","Census Tract 203.01",997,512,445,39,1
2000,"25025020302","Census Tract 203.02",655,336,294,25,0
2000,"25025020304","Census Tract 203.04",72,37,32,3,0
2000,"25025020305","Census Tract 203.05",1389,712,623,54,0
2000,"25025030100","Census Tract 301",1220,729,440,51,0
2000,"25025030200","Census Tract 302",1012,602,371,39,0
2000,"25025030301","Census Tract 303.01",667,282,312,69,4
2000,"25025030302","Census Tract 303.02",794,336,371,82,5
2000,"25025030400","Census Tract 304",2256,1146,926,137,47
2000,"25025030500","Census Tract 305",1359,615,558,172,14
2000,"25025040100","Census Tract 401",1076,251,564,253,8
2000,"25025040200","Census Tract 402",660,218,367,69,6
2000,"25025040300","Census Tract 403",1862,349,1069,414,30
2000,"25025040401","Census Tract 404.01",1010,283,471,250,6
2000,"25025040600","Census Tract 406",1028,199,500,275,54
2000,"25025040801","Census Tract 408.01",1714,648,817,214,35
2000,"25025050101","Census Tract 501.01",1716,636,897,152,31
2000,"25025050200","Census Tract 502",1617,711,716,137,53
2000,"25025050300","Census Tract 503",806,553,194,37,22
2000,"25025050400","Census Tract 504",969,407,447,95,20
2000,"25025050500","Census Tract 505",631,265,311,37,18
2000,"25025050600","Census Tract 506",767,386,315,66,0
2000,"25025050700","Census Tract 507",1433,724,501,175,33
2000,"25025050901","Census Tract 509.01",1326,537,535,203,51
2000,"25025051000","Census Tract 510",1667,555,858,213,41
2000,"25025051101","Census Tract 511.01",2176,613,1018,458,87
2000,"25025051200","Census Tract 512",1218,438,586,149,45
2000,"25025060101","Census Tract 601.01",1516,259,795,399,63
2000,"25025060200","Census Tract 602",940,186,466,264,24
2000,"25025060301","Census Tract 603.01",1505,414,785,259,47
2000,"25025060400","Census Tract 604",2332,616,1132,536,48
2000,"25025060501","Census Tract 605.01",1573,441,726,324,82
2000,"25025060601","Census Tract 606.01",516,172,255,82,7
2000,"25025060602","Census Tract 606.02",32,11,16,5,0
2000,"25025060603","Census Tract 606.03",,,,,
2000,"25025060604","Census Tract 606.04",144,48,71,23,2
2000,"25025060700","Census Tract 607",498,366,105,21,6
2000,"25025060800","Census Tract 608",1740,471,925,289,55
2000,"25025061000","Census Tract 610",1327,664,565,93,5
2000,"25025061101","Census Tract 611.01",945,606,293,39,7
2000,"25025061201","Census Tract 612.01",732,178,423,122,9
2000,"25025061202","Census Tract 612.02",,,,,
2000,"25025061203","Census Tract 612.03",192,47,111,32,2
2000,"25025061204","Census Tract 612.04",37,9,22,6,0
2000,"25025070102","Census Tract 701.02",751,557,171,23,0
2000,"25025070103","Census Tract 701.03",,,,,
2000,"25025070104","Census Tract 701.04",355,246,94,15,0
2000,"25025070201","Census Tract 702.01",662,451,184,24,3
2000,"25025070202","Census Tract 702.02",1118,786,290,39,3
2000,"25025070301","Census Tract 703.01",1259,429,656,152,22
2000,"25025070302","Census Tract 703.02",891,304,465,107,15
2000,"25025070402","Census Tract 704.02",632,458,166,8,0
2000,"25025070501","Census Tract 705.01",997,417,477,91,12
2000,"25025070502","Census Tract 705.02",1767,739,845,161,22
2000,"25025070600","Census Tract 706",1275,333,713,222,7
2000,"25025070700","Census Tract 707",1171,337,721,78,35
2000,"25025070801","Census Tract 708.01",579,249,277,46,7
2000,"25025070802","Census Tract 708.02",1486,639,711,119,17
2000,"25025070901","Census Tract 709.01",493,228,193,61,11
2000,"25025070902","Census Tract 709.02",1040,479,408,129,24
2000,"25025071101","Census Tract 711.01",1733,793,757,179,4
2000,"25025071201","Census Tract 712.01",454,258,148,43,5
2000,"25025080100","Census Tract 801",609,210,313,77,9
2000,"25025080300","Census Tract 803",596,262,271,36,27
2000,"25025080401","Census Tract 804.01",857,444,338,49,26
2000,"25025080500","Census Tract 805",1045,578,389,58,20
2000,"25025080601","Census Tract 806.01",948,592,327,13,16
2000,"25025080801","Census Tract 808.01",708,357,307,44,0
2000,"25025080900","Census Tract 809",1508,673,654,134,47
2000,"25025081001","Census Tract 810.01",2251,1124,893,192,42
2000,"25025081101","Census Tract 811.01",438,188,190,55,5
2000,"25025081102","Census Tract 811.02",989,426,430,123,10
2000,"25025081200","Census Tract 812",929,401,374,124,30
2000,"25025081301","Census Tract 813.01",716,390,239,74,13
2000,"25025081302","Census Tract 813.02",880,480,295,90,15
2000,"25025081400","Census Tract 814",991,321,450,198,22
2000,"25025081500","Census Tract 815",589,119,373,61,36
2000,"25025081700","Census Tract 817",1430,520,760,127,23
2000,"25025081800","Census Tract 818",1100,464,501,115,20
2000,"25025081900","Census Tract 819",1211,431,623,124,33
2000,"25025082000","Census Tract 820",1103,471,399,184,49
2000,"25025082100","Census Tract 821",1712,885,670,100,57
2000,"25025090100","Census Tract 901",1607,576,748,212,71
2000,"25025090200","Census Tract 902",666,348,228,53,37
2000,"25025090300","Census Tract 903",1068,556,412,84,16
2000,"25025090400","Census Tract 904",1012,369,458,137,48
2000,"25025090600","Census Tract 906",569,149,290,111,19
2000,"25025090700","Census Tract 907",1853,800,710,286,57
2000,"25025090901","Census Tract 909.01",1295,461,604,214,16
2000,"25025091001","Census Tract 910.01",1201,343,565,225,68
2000,"25025091100","Census Tract 911",1757,615,793,283,66
2000,"25025091200","Census Tract 912",1224,370,612,201,41
2000,"25025091300","Census Tract 913",633,249,271,93,20
2000,"25025091400","Census Tract 914",723,268,284,120,51
2000,"25025091500","Census Tract 915",1552,648,641,209,54
2000,"25025091600","Census Tract 916",1085,417,472,176,20
2000,"25025091700","Census Tract 917",957,321,479,116,41
2000,"25025091800","Census Tract 918",990,310,390,247,43
2000,"25025091900","Census Tract 919",1119,387,539,169,24
2000,"25025092000","Census Tract 920",1536,532,616,308,80
2000,"25025092101","Census Tract 921.01",2278,610,1068,466,134
2000,"25025092200","Census Tract 922",1164,298,434,346,86
2000,"25025092300","Census Tract 923",956,406,384,122,44
2000,"25025092400","Census Tract 924",2139,1020,839,217,63
2000,"25025100100","Census Tract 1001",1816,755,819,200,42
2000,"25025100200","Census Tract 1002",865,187,448,200,30
2000,"25025100300","Census Tract 1003",1154,316,544,239,55
2000,"25025100400","Census Tract 1004",1772,462,783,419,108
2000,"25025100500","Census Tract 1005",2198,645,1037,380,136
2000,"25025100601","Census Tract 1006.01",2065,496,996,414,159
2000,"25025100603","Census Tract 1006.03",694,157,367,142,28
2000,"25025100700","Census Tract 1007",1905,381,785,618,121
2000,"25025100800","Census Tract 1008",2382,482,1246,508,146
2000,"25025100900","Census Tract 1009",1548,268,760,413,107
2000,"25025101001","Census Tract 1010.01",2183,509,1058,436,180
2000,"25025101002","Census Tract 1010.02",1896,426,1011,395,64
2000,"25025101101","Census Tract 1011.01",1087,369,453,168,97
2000,"25025101102","Census Tract 1011.02",1561,569,705,200,87
2000,"25025110104","Census Tract 1101.04",764,208,367,144,45
2000,"25025110105","Census Tract 1101.05",814,227,393,147,47
2000,"25025110106","Census Tract 1101.06",444,124,214,80,26
2000,"25025110201","Census Tract 1102.01",760,205,332,184,39
2000,"25025110301","Census Tract 1103.01",923,109,450,285,79
2000,"25025110401","Census Tract 1104.01",1267,222,642,309,94
2000,"25025110403","Census Tract 1104.03",1661,295,785,457,124
2000,"25025110501","Census Tract 1105.01",1308,177,591,451,89
2000,"25025110502","Census Tract 1105.02",1633,353,641,484,155
2000,"25025110601","Census Tract 1106.01",1004,90,362,477,75
2000,"25025110607","Census Tract 1106.07",2084,278,912,753,141
2000,"25025120103","Census Tract 1201.03",600,36,254,266,44
2000,"25025120104","Census Tract 1201.04",1092,246,672,167,7
2000,"25025120105","Census Tract 1201.05",903,58,387,394,64
2000,"25025120201","Census Tract 1202.01",1613,422,856,319,16
2000,"25025120301","Census Tract 1203.01",1639,468,753,362,56
2000,"25025120400","Census Tract 1204",2616,614,1199,648,155
2000,"25025120500","Census Tract 1205",787,231,416,108,32
2000,"25025120600","Census Tract 1206",1034,204,512,260,58
2000,"25025120700","Census Tract 1207",961,222,567,162,10
2000,"25025130101","Census Tract 1301.01",2045,157,878,859,151
2000,"25025130200","Census Tract 1302",1867,210,675,818,164
2000,"25025130300","Census Tract 1303",1726,141,638,807,140
2000,"25025130402","Census Tract 1304.02",2099,310,998,647,144
2000,"25025130404","Census Tract 1304.04",1152,263,566,263,60
2000,"25025130406","Census Tract 1304.06",2147,489,1056,490,112
2000,"25025140102","Census Tract 1401.02",1553,193,634,583,143
2000,"25025140105","Census Tract 1401.05",1230,124,592,375,139
2000,"25025140106","Census Tract 1401.06",960,323,431,176,30
2000,"25025140107","Census Tract 1401.07",1008,339,453,185,31
2000,"25025140201","Census Tract 1402.01",896,106,478,219,93
2000,"25025140202","Census Tract 1402.02",1971,241,844,664,222
2000,"25025140300","Census Tract 1403",2226,650,748,546,282
2000,"25025140400","Census Tract 1404",2734,424,1329,758,223
2000,"25025980300","Census Tract 9803",,,,,
2000,"25025980700","Census Tract 9807",,,,,
2000,"25025980900","Census Tract 9809",,,,,
2000,"25025981000","Census Tract 9810",,,,,
2000,"25025981100","Census Tract 9811",61,17,29,11,4
2000,"25025981201","Census Tract 9812.01",,,,,
2000,"25025981202","Census Tract 9812.02",,,,,
2000,"25025981300","Census Tract 9813",,,,,
2000,"25025981501","Census Tract 9815.01",,,,,
2000,"25025981502","Census Tract 9815.02",,,,,
2000,"25025981600","Census Tract 9816",,,,,
2000,"25025981700","Census Tract 9817",,,,,
2000,"25025981800","Census Tract 9818",,,,,
2000,"25025981900","Census Tract 9819",,,,,
2010,"25025000101","Census Tract 1.01",608,113,266,167,62
2010,"25025000102","Census Tract 1.02",803,149,352,220,82
2010,"25025000201","Census Tract 2.01",1496,258,558,382,298
2010,"25025000202","Census Tract 2.02",1504,264,675,363,202
2010,"25025000301","Census Tract 3.01",949,51,410,309,179
2010,"25025000302","Census Tract 3.02",1238,128,501,403,206
2010,"25025000401","Census Tract 4.01",2814,1104,1092,460,158
2010,"25025000402","Census Tract 4.02",1405,302,639,306,158
2010,"25025000502","Census Tract 5.02",1660,548,1008,104,0
2010,"25025000503","Census Tract 5.03",1241,480,507,235,19
2010,"25025000505","Census Tract 5.05",1352,713,469,118,52
2010,"25025000506","Census Tract 5.06",1731,912,601,152,66
2010,"25025000601","Census Tract 6.01",1431,255,647,379,150
2010,"25025000603","Census Tract 6.03",744,371,306,56,11
2010,"25025000604","Census Tract 6.04",1360,679,560,102,19
2010,"25025000701","Census Tract 7.01",2094,975,756,297,66
2010,"25025000703","Census Tract 7.03",1233,927,209,63,34
2010,"25025000704","Census Tract 7.04",2371,1205,888,246,32
2010,"25025000804","Census Tract 8.04",1398,610,485,207,96
2010,"25025000805","Census Tract 8.05",1601,699,555,237,110
2010,"25025000806","Census Tract 8.06",328,193,118,12,5
2010,"25025000807","Census Tract 8.07",368,216,133,14,5
2010,"25025010103","Census Tract 101.03",430,352,64,5,9
2010,"25025010104","Census Tract 101.04",1913,1197,631,75,10
2010,"25025010204","Census Tract 102.04",1013,650,254,89,20
2010,"25025010205","Census Tract 102.05",2186,1358,720,71,37
2010,"25025010206","Census Tract 102.06",911,566,300,29,16
2010,"25025010300","Census Tract 103",280,223,50,7,0
2010,"25025010403","Census Tract 104.03",1927,1447,462,18,0
2010,"25025010404","Census Tract 104.04",1710,1057,426,227,0
2010,"25025010405","Census Tract 104.05",968,744,212,12,0
2010,"25025010408","Census Tract 104.08",958,623,326,9,0
2010,"25025010500","Census Tract 105",1594,1034,499,61,0
2010,"25025010600","Census Tract 106",1761,900,713,141,7
2010,"25025010701","Census Tract 107.01",1398,598,654,97,49
2010,"25025010702","Census Tract 107.02",1552,630,739,167,16
2010,"25025010801","Census Tract 108.01",1539,398,786,340,15
2010,"25025010802","Census Tract 108.02",1926,785,867,274,0
2010,"25025020101","Census Tract 201.01",2533,1412,736,333,52
2010,"25025020200","Census Tract 202",2227,1601,564,62,0
2010,"25025020301","Census Tract 203.01",1180,616,553,11,0
2010,"25025020302","Census Tract 203.02",676,340,285,51,0
2010,"25025020304","Census Tract 203.04",183,87,87,9,0
2010,"25025020305","Census Tract 203.05",1273,606,601,66,0
2010,"25025030100","Census Tract 301",1164,795,289,26,54
2010,"25025030200","Census Tract 302",1008,740,256,0,12
2010,"25025030301","Census Tract 303.01",669,373,241,49,6
2010,"25025030302","Census Tract 303.02",1137,634,409,83,11
2010,"25025030400","Census Tract 304",2205,1373,665,148,19
2010,"25025030500","Census Tract 305",1422,612,713,83,14
2010,"25025040100","Census Tract 401",1190,197,638,355,0
2010,"25025040200","Census Tract 402",677,199,322,138,18
2010,"25025040300","Census Tract 403",1994,461,942,533,58
2010,"25025040401","Census Tract 404.01",1099,228,681,176,14
2010,"25025040600","Census Tract 406",1178,120,707,286,65
2010,"25025040801","Census Tract 408.01",1726,669,855,202,0
2010,"25025050101","Census Tract 501.01",1753,671,814,235,33
2010,"25025050200","Census Tract 502",1715,554,799,328,34
2010,"25025050300","Census Tract 503",1030,734,279,17,0
2010,"25025050400","Census Tract 504",935,393,456,86,0
2010,"25025050500","Census Tract 505",893,402,405,86,0
2010,"25025050600","Census Tract 506",694,335,344,15,0
2010,"25025050700","Census Tract 507",1473,536,511,410,16
2010,"25025050901","Census Tract 509.01",1351,492,561,163,135
2010,"25025051000","Census Tract 510",1688,424,793,364,107
2010,"25025051101","Census Tract 511.01",2166,666,1046,318,136
2010,"25025051200","Census Tract 512",987,261,484,204,38
2010,"25025060101","Census Tract 601.01",1581,246,868,375,92
2010,"25025060200","Census Tract 602",923,132,449,331,11
2010,"25025060301","Census Tract 603.01",1475,325,748,367,35
2010,"25025060400","Census Tract 604",2284,434,1116,582,152
2010,"25025060501","Census Tract 605.01",1655,357,694,487,117
2010,"25025060601","Census Tract 606.01",584,212,321,51,0
2010,"25025060602","Census Tract 606.02",33,12,18,3,0
2010,"25025060603","Census Tract 606.03",338,123,186,29,0
2010,"25025060604","Census Tract 606.04",182,66,100,16,0
2010,"25025060700","Census Tract 607",646,317,283,46,0
2010,"25025060800","Census Tract 608",1729,380,899,426,24
2010,"25025061000","Census Tract 610",1280,648,432,154,46
2010,"25025061101","Census Tract 611.01",996,509,428,59,0
2010,"25025061201","Census Tract 612.01",797,204,465,108,20
2010,"25025061202","Census Tract 612.02",,,,,
2010,"25025061203","Census Tract 612.03",604,155,352,82,15
2010,"25025061204","Census Tract 612.04",279,71,163,38,7
2010,"25025070102","Census Tract 701.02",1176,683,390,87,16
2010,"25025070103","Census Tract 701.03",,,,,
2010,"25025070104","Census Tract 701.04",662,384,220,49,9
2010,"25025070201","Census Tract 702.01",898,630,228,21,19
2010,"25025070202","Census Tract 702.02",1497,976,428,66,27
2010,"25025070301","Census Tract 703.01",1307,476,672,122,37
2010,"25025070302","Census Tract 703.02",1113,405,573,104,31
2010,"25025070402","Census Tract 704.02",729,344,355,22,8
2010,"25025070501","Census Tract 705.01",1119,448,533,130,8
2010,"25025070502","Census Tract 705.02",1812,725,864,211,12
2010,"25025070600","Census Tract 706",1344,484,670,164,26
2010,"25025070700","Census Tract 707",1206,661,412,125,8
2010,"25025070801","Census Tract 708.01",619,311,280,20,8
2010,"25025070802","Census Tract 708.02",1495,751,678,47,19
2010,"25025070901","Census Tract 709.01",587,297,259,31,0
2010,"25025070902","Census Tract 709.02",1081,548,476,57,0
2010,"25025071101","Census Tract 711.01",2048,1047,793,145,63
2010,"25025071201","Census Tract 712.01",1213,592,526,76,19
2010,"25025080100","Census Tract 801",543,196,255,53,39
2010,"25025080300","Census Tract 803",702,303,393,6,0
2010,"25025080401","Census Tract 804.01",1157,667,425,65,0
2010,"25025080500","Census Tract 805",1296,719,492,85,0
2010,"25025080601","Census Tract 806.01",857,527,275,52,3
2010,"25025080801","Census Tract 808.01",936,467,365,24,80
2010,"25025080900","Census Tract 809",1594,847,649,98,0
2010,"25025081001","Census Tract 810.01",2172,1232,803,125,12
2010,"25025081101","Census Tract 811.01",403,189,125,78,11
2010,"25025081102","Census Tract 811.02",1270,597,395,245,33
2010,"25025081200","Census Tract 812",1049,539,346,164,0
2010,"25025081301","Census Tract 813.01",827,403,326,84,14
2010,"25025081302","Census Tract 813.02",1127,550,445,114,18
2010,"25025081400","Census Tract 814",1225,420,409,356,40
2010,"25025081500","Census Tract 815",786,173,501,103,9
2010,"25025081700","Census Tract 817",1357,436,700,200,21
2010,"25025081800","Census Tract 818",1020,409,388,180,43
2010,"25025081900","Census Tract 819",1097,346,548,160,43
2010,"25025082000","Census Tract 820",1028,477,379,78,94
2010,"25025082100","Census Tract 821",2020,1104,733,109,74
2010,"25025090100","Census Tract 901",1709,582,695,411,21
2010,"25025090200","Census Tract 902",706,367,178,152,9
2010,"25025090300","Census Tract 903",961,441,354,129,37
2010,"25025090400","Census Tract 904",1088,475,382,204,27
2010,"25025090600","Census Tract 906",650,252,324,38,36
2010,"25025090700","Census Tract 907",1800,562,772,371,95
2010,"25025090901","Census Tract 909.01",1581,631,673,246,31
2010,"25025091001","Census Tract 910.01",1164,353,445,339,27
2010,"25025091100","Census Tract 911",1544,363,706,388,87
2010,"25025091200","Census Tract 912",1044,261,536,184,63
2010,"25025091300","Census Tract 913",636,245,305,86,0
2010,"25025091400","Census Tract 914",887,390,313,130,54
2010,"25025091500","Census Tract 915",1548,628,575,290,55
2010,"25025091600","Census Tract 916",1148,451,493,180,24
2010,"25025091700","Census Tract 917",895,293,330,203,69
2010,"25025091800","Census Tract 918",1034,283,440,212,99
2010,"25025091900","Census Tract 919",1182,527,393,212,50
2010,"25025092000","Census Tract 920",1598,524,660,315,99
2010,"25025092101","Census Tract 921.01",2109,535,1055,416,103
2010,"25025092200","Census Tract 922",1116,427,310,226,153
2010,"25025092300","Census Tract 923",939,224,419,187,109
2010,"25025092400","Census Tract 924",2083,733,954,271,125
2010,"25025100100","Census Tract 1001",1691,711,698,184,98
2010,"25025100200","Census Tract 1002",909,289,201,297,122
2010,"25025100300","Census Tract 1003",1165,331,568,167,99
2010,"25025100400","Census Tract 1004",1670,407,819,315,129
2010,"25025100500","Census Tract 1005",1897,607,913,325,52
2010,"25025100601","Census Tract 1006.01",1858,440,766,458,194
2010,"25025100603","Census Tract 1006.03",768,82,391,232,63
2010,"25025100700","Census Tract 1007",1832,294,777,610,151
2010,"25025100800","Census Tract 1008",2376,607,905,732,132
2010,"25025100900","Census Tract 1009",1605,313,739,431,122
2010,"25025101001","Census Tract 1010.01",2166,586,868,480,232
2010,"25025101002","Census Tract 1010.02",1936,518,810,519,89
2010,"25025101101","Census Tract 1011.01",1060,310,451,226,73
2010,"25025101102","Census Tract 1011.02",1541,521,670,291,59
2010,"25025110104","Census Tract 1101.04",943,223,513,181,26
2010,"25025110105","Census Tract 1101.05",807,197,444,146,20
2010,"25025110106","Census Tract 1101.06",553,135,304,100,14
2010,"25025110201","Census Tract 1102.01",792,199,301,270,22
2010,"25025110301","Census Tract 1103.01",893,187,292,314,100
2010,"25025110401","Census Tract 1104.01",1278,245,676,297,60
2010,"25025110403","Census Tract 1104.03",1719,341,811,385,182
2010,"25025110501","Census Tract 1105.01",1283,151,404,558,170
2010,"25025110502","Census Tract 1105.02",1491,211,685,422,173
2010,"25025110601","Census Tract 1106.01",1130,110,358,555,107
2010,"25025110607","Census Tract 1106.07",1922,190,889,710,133
2010,"25025120103","Census Tract 1201.03",636,15,260,286,75
2010,"25025120104","Census Tract 1201.04",1067,267,603,186,11
2010,"25025120105","Census Tract 1201.05",845,46,282,454,63
2010,"25025120201","Census Tract 1202.01",1672,563,823,248,38
2010,"25025120301","Census Tract 1203.01",1753,325,966,393,69
2010,"25025120400","Census Tract 1204",2615,614,1304,591,106
2010,"25025120500","Census Tract 1205",859,250,432,147,30
2010,"25025120600","Census Tract 1206",1078,113,702,254,9
2010,"25025120700","Census Tract 1207",985,223,477,271,14
2010,"25025130101","Census Tract 1301.01",2203,107,1110,881,105
